timestamp,current_temp,target_temp,heart_rate,pwm_value,state,error
2026-06-30 22:17:24,24.7,25.0,124,0,WAIT,NONE
2026-06-30 22:17:29,24.7,25.0,101,0,WAIT,NONE
2026-06-30 22:17:34,24.7,25.0,105,0,WAIT,NONE
2026-06-30 22:17:39,24.7,25.0,127,0,WAIT,NONE
2026-06-30 22:17:44,24.7,25.0,104,0,WAIT,NONE
2026-06-30 22:17:49,24.6,25.0,103,0,WAIT,NONE
2026-06-30 22:17:54,24.6,25.0,118,0,WAIT,NONE
2026-06-30 22:17:59,24.6,25.0,120,0,WAIT,NONE
2026-06-30 22:18:04,24.6,25.0,100,0,WAIT,NONE
2026-06-30 22:18:09,24.6,25.0,103,0,WAIT,NONE
2026-06-30 22:18:14,24.6,25.0,111,0,WAIT,NONE
2026-06-30 22:18:19,24.6,25.0,127,0,WAIT,NONE
2026-06-30 22:18:24,24.6,25.0,115,0,WAIT,NONE
