timestamp,current_temp,target_temp,heart_rate,pwm_value,state,error
2026-06-30 01:44:23,23.3,25.0,123,0,WAIT,NONE
2026-06-30 01:44:28,23.3,25.0,108,0,WAIT,NONE
2026-06-30 01:44:33,23.3,25.0,114,0,WAIT,NONE
2026-06-30 01:44:38,23.3,25.0,110,0,WAIT,NONE
2026-06-30 01:44:43,23.3,25.0,108,0,WAIT,NONE
2026-06-30 01:44:48,23.3,25.0,115,0,WAIT,NONE
2026-06-30 01:44:53,23.3,25.0,104,0,WAIT,NONE
2026-06-30 01:44:58,23.2,25.0,114,0,WAIT,NONE
2026-06-30 01:45:03,23.2,25.0,107,0,WAIT,NONE
2026-06-30 01:45:08,23.2,25.0,110,0,WAIT,NONE
2026-06-30 01:45:13,23.2,25.0,110,0,WAIT,NONE
2026-06-30 01:45:18,23.2,25.0,108,0,WAIT,NONE
2026-06-30 01:45:23,23.2,25.0,121,0,WAIT,NONE
2026-06-30 01:45:28,23.2,25.0,105,0,WAIT,NONE
2026-06-30 01:45:34,23.2,25.0,120,0,WAIT,NONE
2026-06-30 01:45:39,23.2,25.0,107,0,WAIT,NONE
2026-06-30 01:45:44,23.2,25.0,120,0,WAIT,NONE
2026-06-30 01:45:49,23.2,25.0,107,0,WAIT,NONE
2026-06-30 01:45:54,23.2,25.0,119,0,WAIT,NONE
2026-06-30 01:45:59,23.2,25.0,106,0,WAIT,NONE
