timestamp,current_temp,target_temp,heart_rate,pwm_value,state,error
2026-06-30 22:42:45,23.3,25.0,111,0,WAIT,NONE
2026-06-30 22:42:50,23.3,25.0,116,0,WAIT,NONE
2026-06-30 22:42:55,23.3,25.0,106,0,WAIT,NONE
2026-06-30 22:43:01,23.3,25.0,114,0,WAIT,NONE
2026-06-30 22:43:06,23.3,25.0,109,0,WAIT,NONE
2026-06-30 22:43:11,23.2,25.0,108,0,WAIT,NONE
2026-06-30 22:43:16,23.2,25.0,116,0,WAIT,NONE
2026-06-30 22:43:21,23.2,25.0,106,0,WAIT,NONE
2026-06-30 22:43:26,23.3,25.0,121,0,WAIT,NONE
2026-06-30 22:43:31,23.2,25.0,106,0,WAIT,NONE
2026-06-30 22:43:36,23.2,25.0,118,0,WAIT,NONE
2026-06-30 22:43:41,23.2,25.0,105,0,WAIT,NONE
