timestamp,current_temp,target_temp,heart_rate,pwm_value,state,error
2026-06-30 16:53:21,21.6,25.0,107,0,WAIT,NONE
2026-06-30 16:53:26,21.7,25.0,102,0,WAIT,NONE
2026-06-30 16:53:31,21.8,25.0,116,0,WAIT,NONE
2026-06-30 16:53:36,21.5,25.0,104,0,WAIT,NONE
2026-06-30 16:53:41,21.5,25.0,115,0,WAIT,NONE
2026-06-30 16:53:46,21.5,25.0,107,0,WAIT,NONE
2026-06-30 16:53:51,21.6,25.0,106,0,WAIT,NONE
2026-06-30 16:53:56,21.5,25.0,106,0,WAIT,NONE
2026-06-30 16:54:01,21.6,25.0,117,0,WAIT,NONE
2026-06-30 16:54:06,21.4,25.0,102,0,WAIT,NONE
2026-06-30 16:54:11,21.5,25.0,108,0,WAIT,NONE
2026-06-30 16:54:16,21.5,25.0,118,0,WAIT,NONE
2026-06-30 16:54:21,21.3,25.0,101,0,WAIT,NONE
2026-06-30 16:54:26,21.2,25.0,108,0,WAIT,NONE
2026-06-30 16:54:31,21.2,25.0,118,0,WAIT,NONE
2026-06-30 16:54:36,21.3,25.0,99,0,WAIT,NONE
2026-06-30 16:54:42,21.4,25.0,105,0,WAIT,NONE
2026-06-30 16:54:47,21.4,25.0,111,0,WAIT,NONE
2026-06-30 16:54:52,21.3,25.0,116,0,WAIT,NONE
2026-06-30 16:54:57,21.3,25.0,99,0,WAIT,NONE
2026-06-30 16:55:02,21.2,25.0,105,0,WAIT,NONE
2026-06-30 16:55:07,21.2,25.0,111,0,WAIT,NONE
2026-06-30 16:55:12,21.2,25.0,118,0,WAIT,NONE
2026-06-30 16:55:17,21.1,25.0,116,0,WAIT,NONE
2026-06-30 16:55:22,21.2,25.0,107,0,WAIT,NONE
2026-06-30 16:55:27,21.3,25.0,99,0,WAIT,NONE
2026-06-30 16:55:32,21.3,25.0,104,0,WAIT,NONE
2026-06-30 16:55:37,21.5,25.0,106,0,WAIT,NONE
2026-06-30 16:55:42,21.4,25.0,108,0,WAIT,NONE
2026-06-30 16:55:47,21.1,25.0,117,0,WAIT,NONE
2026-06-30 16:55:52,21.1,25.0,108,0,WAIT,NONE
2026-06-30 16:55:57,21.2,25.0,106,0,WAIT,NONE
2026-06-30 16:56:02,21.1,25.0,117,0,WAIT,NONE
2026-06-30 16:56:07,21.2,25.0,100,0,WAIT,NONE
2026-06-30 16:56:12,21.2,25.0,105,0,WAIT,NONE
2026-06-30 16:56:17,21.3,25.0,113,0,WAIT,NONE
2026-06-30 16:56:22,21.4,25.0,115,0,WAIT,NONE
2026-06-30 16:56:27,21.3,25.0,101,0,WAIT,NONE
2026-06-30 16:56:32,21.3,25.0,108,0,WAIT,NONE
2026-06-30 16:56:37,21.3,25.0,116,0,WAIT,NONE
2026-06-30 16:56:42,21.4,25.0,102,0,WAIT,NONE
2026-06-30 16:56:47,21.4,25.0,113,0,WAIT,NONE
2026-06-30 16:56:52,21.5,25.0,99,0,WAIT,NONE
2026-06-30 16:56:57,21.2,25.0,109,0,WAIT,NONE
2026-06-30 16:57:02,21.2,25.0,110,0,WAIT,NONE
2026-06-30 16:57:07,21.2,25.0,103,0,WAIT,NONE
2026-06-30 16:57:12,21.3,25.0,109,0,WAIT,NONE
2026-06-30 16:57:18,21.2,25.0,115,0,WAIT,NONE
2026-06-30 16:57:23,21.3,25.0,100,0,WAIT,NONE
2026-06-30 16:57:28,21.2,25.0,104,0,WAIT,NONE
2026-06-30 16:57:33,21.4,25.0,108,0,WAIT,NONE
2026-06-30 16:57:38,21.3,25.0,118,0,WAIT,NONE
2026-06-30 16:57:43,21.3,25.0,108,0,WAIT,NONE
2026-06-30 16:57:48,21.4,25.0,102,0,WAIT,NONE
2026-06-30 16:57:53,21.3,25.0,106,0,WAIT,NONE
2026-06-30 16:57:58,21.3,25.0,109,0,WAIT,NONE
2026-06-30 16:58:03,21.3,25.0,117,0,WAIT,NONE
2026-06-30 16:58:08,21.4,25.0,101,0,WAIT,NONE
2026-06-30 16:58:13,21.4,25.0,106,0,WAIT,NONE
2026-06-30 16:58:18,21.4,25.0,118,0,WAIT,NONE
2026-06-30 16:58:23,21.4,25.0,100,0,WAIT,NONE
2026-06-30 16:58:28,21.6,25.0,107,0,WAIT,NONE
2026-06-30 16:58:33,21.6,25.0,118,0,WAIT,NONE
2026-06-30 16:58:38,21.5,25.0,103,0,WAIT,NONE
2026-06-30 16:58:43,21.5,25.0,115,0,WAIT,NONE
2026-06-30 16:58:48,21.4,25.0,99,0,WAIT,NONE
2026-06-30 16:58:53,21.5,25.0,108,0,WAIT,NONE
2026-06-30 16:58:58,21.6,25.0,116,0,WAIT,NONE
2026-06-30 16:59:03,21.6,25.0,101,0,WAIT,NONE
2026-06-30 16:59:08,21.5,25.0,108,0,WAIT,NONE
2026-06-30 16:59:13,21.7,25.0,118,0,WAIT,NONE
2026-06-30 16:59:18,21.6,25.0,101,0,WAIT,NONE
2026-06-30 16:59:23,21.5,25.0,108,0,WAIT,NONE
2026-06-30 16:59:28,21.6,25.0,115,0,WAIT,NONE
2026-06-30 16:59:33,21.6,25.0,104,0,WAIT,NONE
2026-06-30 16:59:38,21.6,25.0,110,0,WAIT,NONE
2026-06-30 16:59:43,21.5,25.0,114,0,WAIT,NONE
2026-06-30 16:59:48,21.5,25.0,102,0,WAIT,NONE
2026-06-30 16:59:54,21.5,25.0,108,0,WAIT,NONE
2026-06-30 16:59:59,21.7,25.0,108,0,WAIT,NONE
2026-06-30 17:00:04,21.6,25.0,104,0,WAIT,NONE
2026-06-30 17:00:09,21.5,25.0,108,0,WAIT,NONE
2026-06-30 17:00:14,21.5,25.0,117,0,WAIT,NONE
2026-06-30 17:00:19,21.6,25.0,116,0,WAIT,NONE
2026-06-30 17:00:24,21.6,25.0,110,0,WAIT,NONE
2026-06-30 17:00:29,21.6,25.0,105,0,WAIT,NONE
2026-06-30 17:00:34,21.5,25.0,110,0,WAIT,NONE
2026-06-30 17:00:39,21.6,25.0,116,0,WAIT,NONE
2026-06-30 17:00:44,21.6,25.0,117,0,WAIT,NONE
2026-06-30 17:00:49,21.6,25.0,113,0,WAIT,NONE
2026-06-30 17:00:54,21.7,25.0,103,0,WAIT,NONE
2026-06-30 17:00:59,21.7,25.0,101,0,WAIT,NONE
2026-06-30 17:01:04,21.7,25.0,100,0,WAIT,NONE
2026-06-30 17:01:09,21.6,25.0,100,0,WAIT,NONE
2026-06-30 17:01:14,21.7,25.0,104,0,WAIT,NONE
2026-06-30 17:01:19,21.7,25.0,108,0,WAIT,NONE
2026-06-30 17:01:24,21.6,25.0,118,0,WAIT,NONE
2026-06-30 17:01:29,21.6,25.0,107,0,WAIT,NONE
2026-06-30 17:01:34,21.7,25.0,102,0,WAIT,NONE
2026-06-30 17:01:39,21.7,25.0,107,0,WAIT,NONE
2026-06-30 17:01:44,21.8,25.0,114,0,WAIT,NONE
2026-06-30 17:01:49,21.9,25.0,116,0,WAIT,NONE
2026-06-30 17:01:54,21.9,25.0,100,0,WAIT,NONE
2026-06-30 17:01:59,21.9,25.0,107,0,WAIT,NONE
2026-06-30 17:02:04,22.0,25.0,118,0,WAIT,NONE
2026-06-30 17:02:09,22.1,25.0,103,0,WAIT,NONE
2026-06-30 17:02:14,22.1,25.0,118,0,WAIT,NONE
2026-06-30 17:02:19,22.1,25.0,100,0,WAIT,NONE
2026-06-30 17:02:24,22.0,25.0,108,0,WAIT,NONE
