timestamp,current_temp,target_temp,heart_rate,pwm_value,state,error
2026-06-30 23:21:29,22.5,25.0,100,0,WAIT,NONE
2026-06-30 23:21:34,22.4,25.0,108,0,WAIT,NONE
2026-06-30 23:21:39,22.4,25.0,114,0,WAIT,NONE
2026-06-30 23:21:44,22.4,25.0,108,0,WAIT,NONE
2026-06-30 23:21:49,22.4,25.0,107,0,WAIT,NONE
2026-06-30 23:21:54,22.4,25.0,115,0,WAIT,NONE
2026-06-30 23:21:59,22.3,25.0,109,0,WAIT,NONE
2026-06-30 23:22:04,22.3,25.0,105,0,WAIT,NONE
2026-06-30 23:22:09,22.3,25.0,110,0,WAIT,NONE
2026-06-30 23:22:14,22.3,25.0,119,0,WAIT,NONE
2026-06-30 23:22:19,22.3,25.0,104,0,WAIT,NONE
2026-06-30 23:22:24,22.3,25.0,103,0,WAIT,NONE
2026-06-30 23:22:29,22.2,25.0,108,0,WAIT,NONE
2026-06-30 23:22:34,22.2,25.0,109,0,WAIT,NONE
2026-06-30 23:22:39,22.2,25.0,110,0,WAIT,NONE
2026-06-30 23:22:44,22.2,25.0,119,0,WAIT,NONE
2026-06-30 23:22:49,22.2,25.0,104,0,WAIT,NONE
2026-06-30 23:22:54,22.1,25.0,105,0,WAIT,NONE
2026-06-30 23:22:59,22.1,25.0,109,0,WAIT,NONE
2026-06-30 23:23:04,22.1,25.0,117,0,WAIT,NONE
2026-06-30 23:23:10,22.1,25.0,104,0,WAIT,NONE
2026-06-30 23:23:15,22.1,25.0,116,0,WAIT,NONE
2026-06-30 23:23:20,22.1,25.0,103,0,WAIT,NONE
2026-06-30 23:23:25,22.1,25.0,118,0,WAIT,NONE
2026-06-30 23:23:30,22.1,25.0,108,0,WAIT,NONE
2026-06-30 23:23:35,22.1,25.0,109,0,WAIT,NONE
2026-06-30 23:23:40,22.0,25.0,112,0,WAIT,NONE
2026-06-30 23:23:45,22.0,25.0,105,0,WAIT,NONE
2026-06-30 23:23:50,22.0,25.0,116,0,WAIT,NONE
2026-06-30 23:23:55,22.0,25.0,109,0,WAIT,NONE
2026-06-30 23:24:00,22.0,25.0,112,0,WAIT,NONE
2026-06-30 23:24:05,22.0,25.0,109,0,WAIT,NONE
2026-06-30 23:24:10,22.0,25.0,115,0,WAIT,NONE
2026-06-30 23:24:15,22.0,25.0,107,0,WAIT,NONE
2026-06-30 23:24:20,22.0,25.0,118,0,WAIT,NONE
2026-06-30 23:24:25,22.0,25.0,101,0,WAIT,NONE
2026-06-30 23:24:30,22.0,25.0,111,0,WAIT,NONE
2026-06-30 23:24:35,22.0,25.0,101,0,WAIT,NONE
2026-06-30 23:24:40,21.9,25.0,108,0,WAIT,NONE
2026-06-30 23:24:45,22.0,25.0,108,0,WAIT,NONE
2026-06-30 23:24:50,22.0,25.0,108,0,WAIT,NONE
2026-06-30 23:24:55,22.0,25.0,117,0,WAIT,NONE
2026-06-30 23:25:00,21.9,25.0,104,0,WAIT,NONE
2026-06-30 23:25:05,22.0,25.0,115,0,WAIT,NONE
2026-06-30 23:25:10,22.0,25.0,105,0,WAIT,NONE
2026-06-30 23:25:15,22.0,25.0,117,0,WAIT,NONE
2026-06-30 23:25:20,22.0,25.0,109,0,WAIT,NONE
2026-06-30 23:25:25,22.0,25.0,105,0,WAIT,NONE
2026-06-30 23:25:30,22.1,25.0,113,0,WAIT,NONE
2026-06-30 23:25:35,22.1,25.0,110,0,WAIT,NONE
2026-06-30 23:25:40,22.1,25.0,100,0,WAIT,NONE
2026-06-30 23:25:46,22.2,25.0,111,0,WAIT,NONE
2026-06-30 23:25:51,22.2,25.0,102,0,WAIT,NONE
2026-06-30 23:25:56,22.2,25.0,110,0,WAIT,NONE
2026-06-30 23:26:01,22.2,25.0,114,0,WAIT,NONE
2026-06-30 23:26:06,22.2,25.0,107,0,WAIT,NONE
